Pollos,Heredia,0.045542751,Heredia,105,Barva,44931,Santo Domingo,153,Santa Barbara,415641,San Rafael,585,San Isidro,688,Belen,27,Flores,24,San Pablo,56,Sarapiqui,24354
Pollos,Guanacaste,0.00792948,Liberia,2975,Nicoya,15707,Santa Cruz,11668,Bagaces,10829,Carrillo,1625,Canas,1836,Abangares,2617,Tilaran,5606,Nandayure,2671,La Cruz,9952,Hojancha,19230
Pollos,Puntarenas,0.031048396,Puntarenas,85147,Esparza,148091,Buenos Aires,21097,Montes de Oro,31543,Osa,5290,Quepos,5816,Golfito,9686,Coto Brus,14506,Parrita,1222,Corredores,8056,Garabito,1257
Pollos,Limon,0.005692236,Limon,11522,Pococi,21365,Siquirres,9817,Talamanca,11998,Matina,2513,Guacimo,3599
Gallos,San Jose,0.048751502,San Jose,41,Escazu,45,Desamparados,725,Puriscal,1440,Tarrazu,740,Aserri,657,Mora,315,Goicoechea,67,Santa Ana,221,Alajuelita,44,Vazquez de Coronado,152,Acosta,403,Tibas,24,Moravia,35,Montes de Oca,34,Turrubares,363,Dota,267,Curridabat,8,Perez Zeledon,4383,Leon Cortes Castro,825
Gallos,Alajuela,1,Alajuela,35908,San Ramon,42132,Grecia,1496,San Mateo,169,Atenas,298,Naranjo,2193,Palmares,4664,Poas,89572,Orotina,159,San Carlos,37337,Zarcero,643,Valverde Vega,1783,Upala,279,Los Chiles,1226,Guatuso,934
Gallos,Cartago,0.018571571,Cartago,705,Paraiso,239,La Union,58,Jimenez,226,Turrialba,2573,Alvarado,89,Oreamuno,77,El Guarco,143
Gallos,Heredia,0.070684934,Heredia,41,Barva,5994,Santo Domingo,61,Santa Barbara,172,San Rafael,144,San Isidro,176,Belen,4696,Flores,17,San Pablo,17,Sarapiqui,4325
Gallos,Guanacaste,0.049198847,Liberia,847,Nicoya,2702,Santa Cruz,2503,Bagaces,650,Carrillo,412,Canas,271,Abangares,327,Tilaran,701,Nandayure,508,La Cruz,1434,Hojancha,333
Gallos,Puntarenas,0.322955546,Puntarenas,61800,Esparza,546,Buenos Aires,2987,Montes de Oro,334,Osa,1027,Quepos,380, Golfito,1085,Coto Brus,1725,Parrita,315,Corredores,974,Garabito,299
Gallos,Limon,0.073992571,Limon,3105,Pococi,8255,Siquirres,1103,Talamanca,2451,Matina,727,Guacimo,734
Gallinas,San Jose,0.1437883,San Jose,148,Escazu,249,Desamparados,15872,Puriscal,24362,Tarrazu,9568,Aserri,6049,Mora,28448,Goicoechea,664,Santa Ana,8649,Alajuelita,724,Vazquez de Coronado,3678,Acosta,43061,Tibas,96,Moravia,1263,Montes de Oca,357,Turrubares,6142,Dota,4967,Curridabat,44,Perez Zeledon,168050,Leon Cortes Castro,8423
Gallinas,Alajuela,1,Alajuela,1891454,San Ramon,303581,Grecia,219662,San Mateo,305286,Atenas,40648,Naranjo,335910,Palmares,179740,Poas,463183,Orotina,163666,San Carlos,106290,Zarcero,6488,Valverde Vega,22747,Upala,37147,Los Chiles,11136,Guatuso,15023
Gallinas,Cartago,0.042280265,Cartago,14986,Paraiso,18901,La Union,616,Jimenez,15373,Turrialba,87768,Alvarado,8432,Oreamuno,5673,El Guarco,21683 
Gallinas,Heredia,0.067303175,Heredia,471,Barva,90537,Santo Domingo,1393,Santa Barbara,100967,San Rafael,611,San Isidro,7270,Belen,34415,Flores,121,San Pablo,105,Sarapiqui,40185
Gallinas,Guanacaste,0.035009353,Liberia,9293,Nicoya,18264,Santa Cruz,17283,Bagaces,16618,Carrillo,5643,Canas,4849,Abangares,37926,Tilaran,8002,Nandayure,4872, La Cruz,9666,Hojancha,11191
Gallinas,Puntarenas,0.178020951,Puntarenas,542671,Esparza,13374,Buenos Aires,30645,Montes de Oro,4321,Osa,11337,Quepos,2654,Golfito,10389,Coto Brus,89846,Parrita,3329,Corredores,9857,Garabito,11812
Gallinas,Limon,0.024306423,Limon,12836,Pococi,30310,Siquirres,13848,Talamanca,15822,Matina,20439,Guacimo,6449
